operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.0.3 and up    ,Role Playing,"A crafting guide for minecraft is your first-choice companion app if you need help surviving in your own world.,Play in creative mode with unlimited resources or mine deep into the world in survival mode, crafting weapons and armor to fend off the dangerous mobs.",,,"  10,000 - 50,000  ",15-Feb-16,1, 7.5M  ,,886,2.8,Crafting a Minecraft Guide
      2.2 and up    ,Puzzle,"A man trapped inside the Prison H15. There are some clues, puzzles and objects left. Find those objects and hints, solve the puzzles and help the man to escape out.",,,"  1,000 - 5,000  ",19-Feb-16, 1.0.0  , 15M  ,,165,4.5,Escape From Prison H15
      4.1 and up    ,Strategy,"당신을 위한 이색판타지!!,아메리카노 엑소더스!!",,,"  1,000 - 5,000  ",25-Feb-16, 1.1.8  , 184M  ,,"1,826",3.9,아메리카노 엑소더스 with NAVER WEBTOON
      2.3 and up    ,Arcade,"Justin Bieber Piano Tiles is developed to fulfil everyone's piano dreams.,Don't tap the white tiles, tap the black tiles to keep the song going. ,If you love piano or music, you will enjoy this piano tiles app.,All piano lover should download this piano tiles app!",,,"  1,000 - 5,000  ",2-Feb-16,1, 32M  ,,86,4.2,Piano Tiles - Justin Bieber
      2.3 and up    ,Racing,"Enjoy the newest arrival of the best truck racing games, the latest entry into 4x4 off road truck driving games. Play 4x4 off road rally truck racing to get an outstanding pleasurable experience of driving offroad truck simulator 4x4. This 4x4 off road rally truck racing will definitely satisfy your need for speed with offroad truck simulator 4x4 in one of the most amazing truck racing games. It’s time to experience the most challenging journey drive through a racing track on your 4x4 truck in one of the modern 4x4 off road truck drivng games. This super built OFFROAD TRUCK RACING MANIA is truly going to cheer up your inner truck driver!,This game is all about racing and the gameplay are very exciting along with 5 challenging levels. In this game you will operate and drive a 4x4 truck, and your mission is to take down all the other vehicles and obtain the 1st position in the given specific time to win the race. A health bar will also be provided on the screen indicating the physical condition of your vehicle.  A map will be provided on the screen highlighting our truck’s position and the position of opponent trucks. This race is definitely going to test your driving skills so now it’s your job to make it easy with your expertise.,Now, show off your inspiring driving skills with offroad truck simulator 4x4 in one of the finest 4x4 off road truck driving games and take down the opponent trucks, win the race and be the hero of 4x4 off road rally truck racing. It’s time to fasten your seat belt and show your driving skills in this superb OFFROAD TRUCK RACING MANIA game, one of the newest truck racing games in play store!",,,"  1,000 - 5,000  ",19-Feb-16,1, 28M  ,,29,3.4,Offroad Truck Racing Mania
      2.3 and up    ,Action,Follow Us on Facebook: ,,,"  500 - 1,000  ",21-Feb-16, 1.2.0  , 22M  ,,133,4.6,The Slimeking's Tower Beta
      2.3.3 and up    ,Action,"Bravo Shooter: Gun Fire Strike is firt person shooting game. This game contain different missions,multiple levels and multiple attractive environments.,Shoot enemies tanks,boats,ships,jet fighters and survive for next missions. Each mission is different from other. Accept this challege and prove your skills. You have,multiple guns with a lot of bullets. Save your life and shoot the enemies with accurate target. Heli is Coming with peratroopers, shoot the heli and peratroopers,efficiently. Tank are attacking on you and blast the area of your land. Fire on tank and shoot them.Enemy's goal is to capture the island。You, as a ,soldier to protect the island, you need to stop the attack from the water, land and air enemies.The enemy has a strong firepower, not only land soldiers, as well as ,amphibious tanks and aircraft support.",,,"  5,000 - 10,000  ",1-Mar-16,1, 20M  ,,138,4.2,Bravo Shooter: Gun Fire Strike
      2.3 and up    ,Puzzle,Escape Games Day-194 is a point and click escape game developed by JoyArrows.It has contains three natural rooms.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the game.Use your smart skills.All the best.Have more fun.,,,"  5,000 - 10,000  ",6-Feb-16, v1.0.0  , 2.0M  ,,129,4.5,Escape Games Day-194
      4.1 and up    ,Adventure,,This version fixed few crash issues and optimized the usages of internet.,,"  1,000 - 5,000  ",28-Feb-16, 0.9.4.7  , 61M  ,,"1,567",4.7,Walkr: Fitness Space Adventure
      2.3 and up    ,Simulation,"The world's worst kidnappers slash warriors will come out! No rights will be given to miserable monsters! Money comes first for merciless warriors. Reconstruction of the world of mortals depends on you. Now, you are going to kidnap pathetic and ignorant monsters and reborn with a silver spoon in your mouth!!",,,"  100,000 - 500,000  ",24-Feb-16,1.11, 60M  ,,"9,061",4.6,Idle Warriors
      2.2 and up    ,Education,Cute Fish Clean Up is a new game in Cute Fish game series for girls with new fish characters and super fun playtime activities! ,,,"  10,000 - 50,000  ",1-Feb-16, 1.0.7  , 42M  ,,163,3.8,Cute Fish Clean Up
      2.3 and up    ,Action,"Creepy Death Shooter is an all new, action packed first person shooting game. You have advanced auto loader guns, so keep your finger on the trigger your survival in a deadly world. You have skills as a soldier, enhance your weapons and use your skills to kill as many of your enemies as you can. Your mission to kill all the zombies coming out from buildings and save yourself from zombies attacks.,Kill all the hordes of bloodthirsty zombies and secure vital supplies. Protect the safe haven, explore the different maps(zombies area) and uncover the provoking truth in this intense FPS action game.",More Maps has been added,,"  1,000 - 5,000  ",1-Mar-16,1.2, 50M  ,,45,4,Creepy Death Shooter
      2.3 and up    ,Casual,"Hey how are you? Are you ready to have fun with us through this game for girls? If you're happy because you spend time with us will be even more excited when you learn that today you will meet a princess. This is our friend for a long time, is a beautiful young  and certainly will become your friend. You can spend time together, learn a lot and you'll even be able to go to the palace. You'll be able to see how beautiful princess lives, to know the people who live in the kingdom and attend royal balls. Your mission today is very beautiful, you have to be designer of the royal house, you will have to do the most beautiful and interesting clothes for the Princess. It wants fashionable clothes and you have to study very well what carries this year but do not forget that it badly needs help in terms of makeup. You must be careful about colors and designs but you should not forget that accessories make an outfit to be perfect.,Princess will participate in a beauty contest and only you can help them win.,Follow all instructions of this game with princesses.,Be attentive to detail and certainly the princess will be very happy.,Success!",,,"  10,000 - 50,000  ",7-Feb-16,3.5, 38M  ,,143,3.9,Princess Fashion Stage
      2.3.3 and up    ,Racing,Be the part of something epic! Illegal drag race has never been easy. With  Tokyo city illegal drag race now you can be in shoes of professional car driver and feel the real fun of 3d simulation games and 3d racing game as well in Tokyo city. Its a time to shine with a loads of luxury cars. Let's download this free game play on google play store and enjoy the thrilling adventure of driving at extreme speed on Tokyo roads.,,,"  1,000 - 5,000  ",24-Feb-16,1.1, 39M  ,,122,4.6,Illegal Tokyo City Drag Race
      2.3 and up    ,Simulation,"Drive train! Build railroad on Wild West! Control the locomotive in the simulator of real train driver cabin! The rails are set, the stations are built and the passengers are waiting for the train to come!,Don’t forget to fuel the train with coal, check if all the doors are closed, use the horn before going, leave the break and go full speed ahead! Meet new adventures of old Wild West! Only the bravest train drivers can make the way and earn money on the passenger's transportation! Love romantics of traveling with railroad sounds? Love the moving view from the window: mountains, trees, rivers and bushes? Go full speed ahead! Improve the railroad, train stations and passenger’s railway carriage to transport more passengers and earn more money!","In update 1.1,- Improved graphics!,- New objects on the map! There's even a tumbleweed!,- Improved dynamics of trains of all levels!,- New missions for drivers professionals!,- In-app purchases! Buy a mountain of gold to build a road across the continent!,Write reviews and comments, and together we will be able to make the game better!",,"  5,000 - 10,000  ",26-Feb-16,1.1, 26M  ,,126,3.7,Train driving. Build railroad
      2.3 and up    ,Simulation,"Welcome to Tractor 3D: Water Transport!,Water is very important on a farm, you need it for the animals for example. In this Water Transport edition of Tractor 3D you'll learn how to transport water to different locations at the farm. You'll face all kind of situations in 15 exciting levels. You need to drive reverse in tight spots, or you have to make a turn with the long trailer for example. You'll experience that driving with a long trailer loaded with water tanks is not easy, the turning radius is very big for example. To finish a level you first have to attach the trailer, to do that follow the red arrows. After you've attached the trailer you have to park your tractor and trailer, to do that follow the yellow arrows.","- Fixed next level issue,- Improved brakes",,"  10,000 - 50,000  ",18-Feb-16,1.1, 44M  ,,221,4,Tractor 3D: Water Transport
      2.3 and up    ,Action,CRAFTY CRAFT,,,"  1,000 - 5,000  ",4-Feb-16,1, 14M  ,,88,4.1,CRAFTY CRAFT
      2.3 and up    ,Casual,Celebrate professions of all type and love your job!,,,  100 - 500  ,23-Feb-16, 1.0.12  , 38M  ,,43,4.7,Hidden Mahjong: I Love My Job
      4.0 and up    ,Education,"Candy Kingdom is a magical place with candy castles, houses and people who look like candies. Everything here is made out of chocolates, cakes and sweets! Six unique candy making and cupcake palace decoration games will help kids & toddlers develop their creativity and learn about different sweets and desserts. Get ready to help the people living in the Candy Kingdom build and decorate their houses and castles with candies and chocolates.",,,"  10,000 - 50,000  ",15-Feb-16, 1.0.6  , 29M  ,,77,4,Candy Kingdom
      2.3 and up    ,Sports,"Frantic arcade football with you as the star quarterback -- touch, drag-to-aim, and release to rocket wacky projectiles toward your receiving teammates as they rush down the field!",Bug fixes,,"  1,000 - 5,000  ",17-Feb-16, 1.0.2  , 24M  ,,47,4,Pass Pro - Football Hero
      4.2 and up    ,Action,"UNIQUE SYMBIOSIS OF MUSIC AND GRAPHICS,Dub Dash is a fast-paced rhythm based action game. The tracks are decomposed into diverging game mode segments. The obstacles, tracks and visual effects are all adjusted to the music and in perfect harmony with each song. Dub Dash has a great soundtrack including music from Bossfight and the DJs of Geometry Dash – to enjoy the full experience the use of headphones is highly recommended. , ,7 ULTRA CHALLENGING MODES ,Spin your crazy wheel in harmony with the song and keep dodging left and right avoiding obstacles at high speed. Fly like a bird, make hard 90° turns and feel the rhythm of the zig-zag trajectory. The objective for each track is clear: Do you rock the funky road of Dub Dash?, ,PRACTICE MAKES PERFECT ,The gameplay of each segment is simple but it´s tough to master the levels. Actually it´s extremely hard, almost impossible – but fortunately there´s the practice mode which gives you a save point after each passage so you won´t need to finish the whole level in one try. Memorize each segment of the level and maybe (only maybe) you will be able to master even the hardest levels someday. ",Fixed bug of interchanged achievements!,,"  10,000 - 50,000  ",17-Feb-16,1.2, 62M  ,Top Developer,"1,773",4.3,Dub Dash
