operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Simulation,"Welcome at the city airport pilot! It’s time for the best cargo flight simulation game. So let’s go sky high and start delivering super sports cars. First you have to start with loading your cargo airplane with the super sports cars. which you will deliver with your car transporter truck. ,Airplane Car Transporter Pilot is the must play realistic simulator game at this moment. So don’t hesitate and show off your perfect airplane pilot skills. Flying in a city cargo car transporter airplane is hard but we know you can do it.  In this airplane pilot simulator you can fly with your plane and deliver your super sports cars. ,Can you make sure your cars will be delivered on time and scratch free. Everything depends on your loading and landing qualities. A lot of big bosses want one of their cars on their Island and it’s your task to transport the cars  from the city airport to their island airport because your are the airplane car transporter pilot ,Show of your driving skills in the car transporter truck and in the super sports cars and transport them to the airport. After that start loading them into the cargo airplane and let your airplane pilot skills do the rest. Fly with your airplane, drive in the city and at the airport and enjoy the flight simulator Airplane Car Transporter Pilot,★★★ Features of Airplane Car Transporter Pilot★★★,☀ The greatest 3D cargo airplane flight simulator.,☀ Amazing transporter planes with smooth controls.,☀ Try to be the best cargo airplane Pilot ,☀ Realistic Cargo Flight Simulation Game ,☀ Challenging cargo airplane flying missions.,☀ Drive in cars and in car transporter trucks and fly in an airplane in the same game,☀ Different camera angles that give you more control in this  airplane pilot simulator,We hope you will like this car transporter flight simulator and don’t forget to let us know what you think of the game. ,Make sure you will bring us a visit on social media so you can stay up to date with our new games.",,,"  50,000 - 100,000  ",24-Feb-16,1, 39M  ,,340,3.7,Airplane Car Transporter Pilot
      4.0 and up    ,Adventure,"The newest game from NTT Solmare’s “Shall we date?” series, “Shall we date?: Pirates –Treasured Love in the Ocean-” is now released!! This time, the theme is pirates!,There are 10 attractive men (first 5, and 5 more to come) to choose from!,You are a princess of a small country. The navy and pirates scramble for you, along with a prince of a powerful country and a captain of a ghost ship joining in. A new romance begins on the ocean!,1.Story Introduction,You are a princess of a small country which belongs to the Yamato Commonwealth. Yamato is known to have hidden the ruins of an ancient civilization. It falls under control of a powerful country, Saint Cross, and you are almost forced to have an arranged marriage with its third prince Lorenzo! However, the true intention of Saint Cross is to acquire the “Gardiner’s Trove”, a weapon of the old ages hidden in Yamato, for military use. It is said that the casket of the Trove can be opened only by you. You and your personal bodyguard, Nagisa, run away from your castle in order to keep from handing over the Trove.,Who are you going to join hands with? Pirates? Or the navy...?,2.Characters,*Arthur (naval officer): Clever and Elegant,A navy commodore born of royal blood. A superior of Drake. He seems careless and daft, though he has never lost a naval battle. Rumor has it that he’s hiding how intelligent he actually is.,*Black Roberts (pirate): Assertive but Kind,The captain of the Black Pirates. He is a famous pirate who’s being constantly hunted on the sea by various countries. Although incredibly selfish, he has a sense of moral obligation and earns the favor of the people.,*Drake (naval officer): Cool and Gentlemanly,A man called the Sea Dragon. Former pirate, now serving as a captain in the Queens Coast’s navy. He is calm and level-headed. He doesn’t get along well with Roberts.,*Lorenzo (naval officer): Cold but Alluring,Third prince of Saint Cross. Plots to unseat his brothers and become the successor to the throne. Although appearing civil and mannerly, he is ruthless and cares nothing about hurting others if it ends in his own personal gain.,*Heine (pirate): Yandere and ...?,A captain of a mysterious ghost ship. Known to all as “The man you don’t want to meet”, because it is rumored that none who see him live.,The stories of FIVE MORE attractive men are coming out soon! Men that are “tsundere and disciplined”, “mature and passionate”, and “mean but broad-minded”, etc. will continue to entertain you!,3.FOLLOW US,facebook.com/ShallWeDate.NTTSolmare (Don’t forget to LIKE us if you enjoy our game!),youtube.com/user/ShallWeDate,4.ABOUT US,Thank you very much for your interests and downloads of our games! ,NTT Solmare is a game company especially focusing to bring Japanese visual novels and Otome games to the world! Pirates -Treasured Love in the Ocean- is one of our game series, “Shall we date?”. We sincerely hope enjoying our games and give us feedback!",,,"  10,000 - 50,000  ",28-Feb-16, 1.0.0  , 56M  ,,140,4.1,Pirates / Shall we date?
      2.3.3 and up    ,Racing,"Get ready for a fiery display of destruction and ""legal road rage"" in School Bus Demolition Derby! ,Play as a brave driver as these sturdy large machines tear into each other. Smash and destroy rival buses to disable them while sustaining minimal damage to your own vehicle, over and over again until you’re the last one standing! School Bus Demolition is an absolutely thrilling and action packed big-moto carnage game, where your skills are tested to the extreme with speed driving and recklessness!,Demolition Derby: School Bus Features:,•Nerve wrecking high speed demolition action.,•Real-time vehicle destruction and damage.,•Surreal visual effects.,•Realistic Vehicle Physics and smooth controls.,•Choose your favorite school bus model.,•Improve your vehicle's performance and strength through upgrades,•Choose from 3 control options to suit your driving style,•Awesome environments: Derby Arena, Roof Top Helipad.,•Can you survive deadly demolition mania?,About Tapinator,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 180 mobile gaming titles that, collectively, have achieved over 160 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  100,000 - 500,000  ",8-Mar-16,1.1, 45M  ,,"1,461",4.1,Demolition Derby: School Bus
      4.0.3 and up    ,Sports,"Dodge tackles, score tries and kick conversions. ,How high can you score?,FEATURES,• Easy to play rugby fun,• Retro style blocky graphics,• Lots of characters,• Different pitches & weather effects,• Compete with friends,• Free Gifts,facebook.com/fullfatgames,twitter.com/fullfatgames,www.fullfat.com",,,"  50,000 - 100,000  ",17-Feb-16, 1.1.31  , 34M  ,Top Developer,"1,528",4,Blocky Rugby
      3.0 and up    ,Action,"Angry Bull is back with a vengeance.,Ever felt like being frivolous and with no consequence? This rampage game in an all new, dazzling 3D environment gives you a mighty bull to do that with! You’re being asked to compete with throngs of people on the streets of Pamplona, Spain. Chase them out of their wits and show who’s the dominant one! You shan’t be caged in any longer! Feel the thrill of being a powerful beast course through your veins; attack and smash everything in your way as you destroy a festival dedicated to celebrate your detainment! Trap the matadors in the bull fighting arena--let them have a taste of their own medicine!,Angry Bull 2016 Features:,•Multiple action packed missions,•Beautiful 3D Graphics.,•Realistic bull animations,•Town area with no shortage of prey,•Innovative game play with thrilling challenges,Take control of the Bull and trample the whole stadium. No one’s stopping you now!,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 200 mobile gaming titles that, collectively, have achieved over 190 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  10,000 - 50,000  ",7-Mar-16,1.1, 40M  ,,235,3.9,Angry Bull 2016
      2.3 and up    ,Action,"Draw your gun as fast as possible and kill your opponent before he kills you.Aim for the head. ,How to play:,To start a duel, place the your finger over the gun barrel. When the countdown reaches click your opponent to kill him. Good luck!",,,"  50,000 - 100,000  ",18-Feb-16,1.1, 14M  ,,672,3.9,Gun Blood Shooter
      2.3 and up    ,Arcade,"A crazy cooking fever in the kitchen with yummy five star food recipes and Chef Audrey! Join the tasty dash, travel and explore towns, each with a new restaurant, cafe, coffee shop, bakery or diner ! Sounds like fun? Roll up your sleeves and get ready to cook, serve and make customers happy with various challenges in this cafe world! Can you survive the frenzy?,Are you ready to live the life of a rising star who just graduated from the chef academy? Cooking Tale will fill your dreams of being a chef and cooking various food of the world cuisine. As well as basic dishes like burger, pasta, hot dog, pizza and tasty desserts like ice cream and cake, in Cooking Tale, you'll find exotic and gourmet dishes from all around the world. The Chinese prefer Deep Fried Dumplings and Vegetable Lo Mein while you'll have to be baking cupcakes for the English tea time! ,The most important of all, Cooking Tale is an addictive time-management game in which you'll have to reach the perfect speed and skill in this amazing kitchen dash! Some dishes are ready to be served at once but some of them are prepared with up to three steps. Your kitchen is equipped fully with all the cooking tools you need, and there are many more in the Shop, even more advanced and useful! Take orders, scramble eggs, serve noodle and make more money for super upgrades! ,Every new episode on the map will bring you a new restaurant with new recipes and more fun customers to deal with! Your mini stall might be visited anytime by different characters. A surprising illusionist and even a thief may stop by! Prepare yourself for the rush!,Mix ingredients, prepare dishes and put your time management skills to the test by serving all the customers before your time runs out! Every level has a different challenge and fast-paced fun! Play now and...,★ COOK hundreds of different DISHES!,★ DISCOVER amazing RESTAURANTS and TOWNS on the map!,★ LEARN RECIPES from around the world!,★ SERVE super-fun CUSTOMERS on time!,★ UPGRADE and BOOST your KITCHEN with brand-new tools!,★ CHALLENGE the other CHEFS on every level!,★ CONNECT with your FRIENDS to exchange FREE GIFTS! ,Discover the exciting map with more than 300 levels and addictive challenges. FREE to play!,★ LIKE US!,Don’t forget to like our Facebook page to follow the latest news and win free gifts: ,https://www.facebook.com/cookingtalegame,★ FOLLOW US!,https://twitter.com/cookingtalegame,★ PLAY ON FACEBOOK!,https://apps.facebook.com/cookingtale",,,"  50,000 - 100,000  ",3-Mar-16,2.17, 69M  ,,"1,745",4.3,Cooking Tale
      2.3.3 and up    ,Puzzle,"Classic Spot The Difference game! Find differences on beautiful pictures!,The goal is very simple: search and discover all the differences you can find in two similar pictures.,Each time you spot a difference, just tap on the screen.,Hours of fun ahead! Spot The Difference is a great way to train your brain and improve your observation skills!,Why our game?,0) This is a favorite game of millions people since childhood!,1) The game has no annoying timer - no rush, just enjoy the game!,2) Very helpful zoom and hint functionality.,3) Large number of colorful levels (will be available soon with updates, and for downloading).,Thank you!",,,"  50,000 - 100,000  ",3-Mar-16, 1.0.2  , 14M  ,,713,4.6,Find Differences
      4.0.3 and up    ,Creativity,"Budge Studios™ presents Miss Hollywood: Vacation! After winning a dream getaway to visit a beautiful island resort, Miss Hollywood and a group of her International pet friends arrive at Paradise Cove. There is just one problem, the hotel is in shambles! By competing in island adventure challenges, the pets can win prizes to help Paradise Cove become the dream destination it used to be! ,ISLAND ADVENTURES,•DECORATE 7 themed pet hotel rooms,•EARN pet outfits and play dress up,•SURF the waves,•PLAY mini golf,•BUILD sand castles,•CREATE and mix rainbow colored slushies!,•COOK and roll sushi,•DANCE to island jams,7 INTERNATIONAL PET FRIENDS,•MISS HOLLYWOOD: a fashionista Chihuahua from glamorous Los Angeles,•CHINOOK: an energetic Husky dog from Canada,•LOULOU: a posh poodle from Paris,•KOKO: a loving Koala from Australia,•JAG: an athletic Jaguar from Brazil,•CLEO PAWTRA: a royal Sphinx cat from Egypt,•AKI: a samurai Akita dog from Japan,Visit us: www.budgestudios.com ,Like us: facebook.com/budgestudios ,Follow us: @budgestudios ,Watch our app trailers: youtube.com/budgestudios ,HAVE QUESTIONS? ,We always welcome your questions, suggestions and comments. Contact us 24/7 at ,support@budgestudios.ca, ,COPPA COMPLIANT,Budge Studios takes children's privacy seriously and ensures that its apps are compliant with privacy laws, including the Child Online Privacy Protection Act (COPPA), a privacy legislation in the United States of America.   If you would like to learn more on what information we collect and how we use it, please visit our privacy policy at: ,http://budgestudios.ca/?p=privacy, . If  you have any questions, email our Privacy Officer at : ,privacy@budgestudios.ca,Before you download this game, please note that this app is free to play, but additional content may be available via in-app purchases. It also may contain advertising from Budge Studios Inc.  regarding other apps we publish and from partners, and social media links that are only accessible behind a parental gate. ,BUDGE STUDIOS is a trademark of Budge Studios Inc.",,,"  5,000 - 10,000  ",29-Feb-16,1.1, 249M  ,Top Developer,415,4.2,Miss Hollywood: Vacation
      2.3 and up    ,Simulation," Experience the real prison bus in , Stardew Valley : Prison Bus 3D , ,In Stardew Valley, a lot of different criminials have been coming in and ruin the show for everyone! It’s your job to cath these villains and put them where they belong! You do this by driving your police prison bus in Stardew Valley. Not a very easy job, but doable!, Five diferent prison busses for you to choose from! ,  ,Of course you need more then 1 prison bus to choose from. A real cop can choose his own vehicle right. That is why we implemted multiple prison busses! Each prison bus has his own skill and strenght, it’s up to you to find out which one that is. , If it doesn’t suit you, upgrade it! , ,When you think the prison bus in , Stardew Valley : Prison Bus 3D , becomes to slow for you, take all of that money you have earned and put it into the prison bus itself! , Stardew Valley , needs a new hero, are you the hero it needs? , , Stardew Valley : Prison Bus 3D , Game Features: , ,▶ Arrest all of the criminals running amok in Stardew Valley!,▶ Drive in Five different prison busses! ,▶ Upgrade them all! ,▶ Become the new hero!",,,  10 - 50  ,11-Mar-16,1.2, 49M  ,,94,3.4,Stardew Valley : Prison Bus 3D
      2.3.3 and up    ,Brain Games,"Word search is a classical game for all ages. Find the hidden words on the board. ,Just choose your word search level and try to find secret words in the game area.,Do you like puzzles? This game will impress you.,The alphabet soup of Edujoy is simple, ideal for hours of entertainment and training for the mind.,This game is suitable for both adults and children; educational and enriching.,5 levels of difficulty from easy for children to extreme for expert adults.,Available in many languages. It is ideal for learning the alphabet and vocabulary.,Spanish, English, German, Portuguese, French, Italian, Polish, Turkish, Russian and many more.,You never play the same puzzle! Infinite possibilities!,Many fundamental topics: food, animals, cities, transportation, home, colors, sports, etc.,Ready to solve hundreds of fun word puzzles?",,,"  10,000 - 50,000  ",8-Mar-16,1.6, 11M  ,,91,4.1,Word Search
      4.0 and up    ,Education,"Play and help Sophie clean up, dress up and take care of her pets: baby kitten, puppy, turtle and mouse!,Sophie Pet Club is a super cute educational game for toddlers, preschool children and kindergarten kids that helps them learn about hygiene and personal care, build good daily habits, love and take care of animals, and match the objects with their shapes.,Meet cute girl Sophie and her pets: kitty Alice, dog Zaco, turtle Shelly and mouse Ben. Play in Sophie's house and learn to take care of yourself and your pets - get ready to wash, bath, shower, groom, style and dress up your new little friends. Have tons of fun while you play and learn!,Sophie Pet Club educational games and activities for kids and toddlers:,• Help little Sophie get ready: shower, wash and style hair, dress up and learn to combine clothes and accessories.,• Play and take care of kitty cat Alice: bath, dry and brush her fur, play dress up and clean up her house!,• Puppy Zaco needs a bath too! Wash and dry him, comb the fur, dress up with crazy clothes and clean up Zaco's messy home!,• Don't forget to makeover Shelly the turtle: give her a bubble bath, color the shell and dress up with funny clothes!,• Dress up Ben the mouse with cute little clothes and build him a house!,• Match pictures and objects with frames by their shapes and decorate the walls in Sophie's house!,- - -,Discover more fun with TutoTOONS!,Play our games: ,http://tutotoons.com/games,Follow us on Twitter: ,https://twitter.com/TutoTOONSGames, ,Like us on Facebook: ,https://www.facebook.com/tutotoonsgames, ,Follow us on Instagram: ,https://instagram.com/tutotoons/, ,Meet us on Google+: ,https://plus.google.com/+Tutotoonsgames, ,Get our newsletter: ,http://ow.ly/HlYbn",,,"  10,000 - 50,000  ",7-Mar-16, 1.0.2  , 53M  ,,74,3.8,Sophie Pet Club
      4.0.3 and up    ,Casual,"If you work,you lose! ,So maintain your kept man life and get lots of allowance!,-FAQ,Q.DPS in background is incorrect.,A.The behavior is by design.,The reason is to keep the Game balance.,In background, DPS will become 0.04 times.,and money will increase for 9 hours after closing the app.,Sounds by MusMus, mao-tamashi, kurage-kosho, koukaon-labo,Music-note,P-MELO.JP",,,"  10,000 - 50,000  ",1-Mar-16, 1.0.4  , 31M  ,,"2,005",4.7,Ultimate Kept Man Life
      4.0 and up    ,Action,"“Learn from yesterday, live for today, hope for tomorrow.”,   - Albert Einstein –,★★★★★ Game Features ★★★★★,◈ ‘HELLGATE: LONDON’ is well-known as the world’s popular PC online game!,Minimized the game capacity! Everyone worldwide available!,Stunning graphics and a spectacular sense of strike were materialized in mobile!,HELLGATE is rebuilt for optimal mobile gameplay and is now available on your Android!,◈ A great story from the original carefully puts into stage one by one.,Each stage is composed of the dramatic plot as one of the spectacular film. ,On the board!! Meet the various bosses along the progress in a story-typed FPS.,◈ UPGRADE YOUR WEAPONS!,Get or upgrade various weapons at the armory.,Rifle, Machinegun, Shotgun, Sniper, and even power saw. ,Each gun has the different types of upgrading options. ,(Enhance Damage, Enhance Critical, Increase Bullets, Reduce Cool down time),Upgrading each option improves your weapons into a killing machine for a better performance.,◈ LEARN AND USE SKILLS,You can learn 6 passive skills and 6 active skills to be stronger!,Learn and boost skills to eliminate all the evils effectively!!!,◈ DAILY MISSIONS AND ACHIEVEMENTS,Complete daily missions and achievements to get extra gold and diamonds. ,Get it and save it! The gold and diamonds might be needed for upgrading weapons and skills.,▶ Hellgate : London FPS Official Facebook,https://www.facebook.com/HellgateLondonFPS/",,,"  50,000 - 100,000  ",2-Mar-16, 1.3.0.1  , 83M  ,Top Developer,"3,087",4.1,Hellgate : London FPS
      2.3.3 and up    ,Arcade,"Color Switch Up the ball! Play this addictive Color Switch color game!,The gameplay of this color switch up game is quite simple, tap the screen to move the ball up, pass through the block of the same color, and avoid other color blocks. Try you best to go as further as you can, and get more stars to have better score. Once the ball get a 4-color-ball, it will be switched to another color. The more you go up, the speed of color blocks will be faster.,When you get your ball's color switched, you need to pay attention the new color since the colors to avoid are changed.,This color game is simple but addictive and endless fun to you. Play this color switch balls game and beat your friends in the leaderboard!,Don't find any color switch cheat thing, it will break the fun!",,,"  10,000 - 50,000  ",25-Feb-16, 1.0.6  , 7.8M  ,,348,3.7,Color Switch Up
      2.3 and up    ,Casual,"Bubble Shooter in a new fun edition, with more than 400 challenging levels.,***LIKE THE GAME? SUPPORT US BY RATING THE GAME!***,Your support can keep us working and make many more levels!,Pop all bubbles with minimum shots to win and earn more stars!,We are working on many more levels for you!",,,"  5,000 - 10,000  ",2-Mar-16,1, 18M  ,,215,4.3,Bubble Shooter Arcade
      2.3 and up    ,Casual,"The old lady hopes to regain youth and beauty through plastic surgery. Please help her make her wish come true. Please help her remove wrinkles on her face and cow’s feet around her eyes to make skin regain glow and elasticity. The old lady also needs to deal with her badly eye pouch, please do her a favour to get rid of eye punch. ,Once the plastic surgery is completed, please help her put on makeup to look more beautiful. The final step, change into some fashionable and pretty clothes for her to let the lady go back to youth. ,This is a girls' game & casual game & fasion game & kids game! ,Find more free online games, please browse the website ,http://www.6677g.com,  No need to download!",,,"  100,000 - 500,000  ",26-Feb-16, 1.0.0  , 38M  ,,661,3.6,Grandma's Plastic Surgery
      2.3 and up    ,Casual,"Ken and Amy are in a relationship and Ken is going to propose to Amy. Please help him design and prepare a proposal plan.,1. Please message Amy to invite her for dinner this weekend. Ken will propose at the dinner.  ,2. Ken looks a little fat. Please take him to gym and help him lose weight. And make sure that he looks best at his proposal. ,3. Ken needs a facial spa to make him more handsome.,4. Ken wants to hide the ring in a cake, so that Amy would get a big surprise when she eats the cake. Please make a perfect propose cake.,5. Please help Ken choose proper suit and shoes.  ,6. Please choose a most romantic place, and help Ken propose to Amy at this place. ,This is a girls' game & casual game & fasion game & kids game! ,Find more free online games, please browse the website ,http://www.6677g.com,  No need to download!",,,"  100,000 - 500,000  ",15-Feb-16, 1.0.1  , 23M  ,,"2,025",3.8,Marriage Proposal Plan
      2.3 and up    ,Action & Adventure,"Budge Studios™ presents The Smurf Games! You can win medals in six sports: the Smurf Sprint, Smurf & Slide, Smurf & Arrows, Basketsmurf, Ski Smurf, and Smurfpoline! When you win, you'll unlock Smurfs with special skills!,FEATURES,·      Compete in 6 different smurftastic events,·      Earn medals, and move up the event leaderboard,·      Win to unlock over 20 Smurfs with special skills,·      Earn ALL of the medals to unlock Hefty, the best in every sport,·      Intuitive touch and tilt based gameplay,·      Designed to challenge both young and older kids,HAVE QUESTIONS? ,We always welcome your questions, suggestions and comments. Contact us 24/7 at ,support@budgestudios.ca, ,Visit us: www.budgestudios.com ,Like us: facebook.com/budgestudios ,Follow us: @budgestudios ,Watch our app trailers: youtube.com/budgestudios ,COPPA COMPLIANT,Budge Studios takes children's privacy seriously and ensures that its apps are compliant with privacy laws, including the Child Online Privacy Protection Act (COPPA), a privacy legislation in the United States of America.   If you would like to learn more on what information we collect and how we use it, please visit our privacy policy at: ,http://budgestudios.ca/?p=privacy, . If  you have any questions, email our Privacy Officer at : ,privacy@budgestudios.ca,Before you download this game, please note that this app is free to play, but additional content may be available via in-app purchases. It also may contain advertising from Budge Studios Inc.  regarding other apps we publish and from partners, and social media links that are only accessible behind a parental gate. ,BUDGE STUDIOS is a trademark of Budge Studios Inc.",,,"  100,000 - 500,000  ",12-Feb-16,1.3, 125M  ,Top Developer,"1,292",3.8,The Smurf Games
      4.0.3 and up    ,Casual,"~~> BURGER TIME! Make tons of fast foods like burgers, shakes, fries, hot dogs & more! ,~~> Eat as much as you can in the EATING CONTEST! How many burgers can you eat? ,~~> COLLECT PRIZES! Sell your food at the diner to earn coins & enter the most mouthwatering food eating contests!,Love burgers, fries and shakes?! Now you can make your own with this all new maker app! Get ready for some delicious food-making activities at the Burger Restaurant! Cook chicken nuggets, burgers, hot dogs and more! Wash it down with scrumptious shakes and a root beer float! Eat your way into one-of-a-kind EATING CONTESTS and invite customers in to try your tasty delights! ,MAKE YUMMY Fast Food,* Burger & Fries - Make your own juicy burgers and top it off with fries! ,* Milkshakes - Choose your favorite ice cream and blend it into the most delightful shakes!,* Hot Dogs - Throw hot dogs on the fire for some tasty grilled treats!,* Root Beer Float - Mix ice cream and root beer in your very own soda mug! ,* Chicken Nuggets - Dip chicken into flour and eggs for the most PERFECT nuggets around! ,* Mystery Maker - Make a surprise fast food treat! What will it be?! ,* Corn Dogs - Coat your carnival-style corn dog with crispy cornmeal batter!,* Mini-Games - Eat your way through delicious contests like Food Toss & Hot Dog Eating! ,Which is your favorite maker? What is your favorite fast food snack to make?? YUMMY! ,ABOUT Sunstorm,Sunstorm is the pioneer of the popular ""Maker"" and ""Sunnyville"" series of games. Founded in 2009, Sunstorm provides creative and fun experiences for kids and parents to enjoy together. Sunstorm is a subsidiary of TabTale, a leading, global creator of innovative games, interactive books and educational apps.,Visit us: ,http://www.tabtale.com/, ,Like us: ,http://www.facebook.com/TabTale,Follow us:@Tabtale,Watch us: ,http://www.youtube.com/iTabtale,CONTACT US ,Let us know what you think! Questions? Suggestions? Technical Support? Contact us 24/7 at WeCare@TabTale.com.,IMPORTANT MESSAGE FOR PARENTS: ,* This App is free to play but certain in-game items may require payment. You may restrict in-app purchases by disabling them on your device.,* By downloading this App you agree to TabTale’s Privacy Policy and Terms of Use at ,http://tabtale.com/privacy-policy/, and at ,http://tabtale.com/terms-of-use/,.,Please consider that this App may include third parties services for limited legally permissible purposes.",,,"  50,000 - 100,000  ",2-Mar-16,1.1, 76M  ,,631,4,Burgers & Shakes - Food Maker
      2.3 and up    ,Simulation,"THE SUMMER HOLIDAYS ARE OVER.. ,All the kids are waiting for the school driver to arrive and pick them up. Please remember to always drive safe because your job brings many responsibilities. Drop the children at school before the final horn rings. Bus hill climbing combined with school driving is a new and adrenaline filled combination. Be the mountain school driver that pick kids up and brings them to class. ,UNIQUE COMBINATION OF BUS HILL CLIMBING AND SCHOOL BUS DRIVING,This brand new theme will surely provide many hour of stunning mountain school driver fun. The various beautiful hill mountain maps have amazing special features. The game graphics and physics are top notch! ,City Bus Driver 2016 - KEY FEATURES ,✔ experience cutting edge bus hill climbing graphics ,✔ ground breaking school bus games physics ,✔ adrenaline-filled school driving 3d excitement,✔ detailed and complex city bus passenger missions,✔ real world realistic mountain bus driver environment ,✔ stunning school bus games to pick kids up and to go to school dynamics,✔ more city driving action and school driving games will follow shortly, ,*** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favorite networks to hear about our newest games and other news updates:,▶ Website | www.trimcogames.com,▶ Facebook | www.facebook.com/TrimcoGame,▶ Twitter | www.twitter.com/gamestrimco,▶ YouTube | www.youtube.com/trimcogames",,,"  100,000 - 500,000  ",19-Feb-16,1.2, 48M  ,,723,3.7,School Bus Driver 2016
      4.0 and up    ,Card,"The most addicting card game Klondike Solitaire (Patience), is now on your Android device in HD. With simple controls and game play, its the true translation of the classic Windows Solitaire card game.,Features:,♠ Beautiful High Definition Graphics,♠ Simple controls,♠ Klondike Solitaire Draw 1 Card Mode,♠ Klondike Solitaire Draw 3 Cards Mode,♠ Unlimited Undos,♠ Double-tap mode,♠ Multiple boards and themes,♠ 100% FREE GAME",,,"  100,000 - 500,000  ",3-Mar-16, 1.0.1  , 15M  ,,"1,836",3.4,Klondike Solitaire HD
      2.3.3 and up    ,Action,"As seen on MSNBC's All In with Chris Hayes!,Get Bernie to the White House!,The popular #BernieSandwiches Meme is now an awesome addictive game! Bernie can't make it to the White House on an empty stomach!  Help Bernie eat as many sandwiches as possible!  The country depends on it!,NOTE:,A portion of the profits made from the ads in this game will be donated to the Bernie Sanders 2016 campaign, so if you're a Donald Trump supporter, but secretly love this game, you might be helping Senator Sanders :-).,DISCLAIMER:,The Bernie Sandwiches Game is NOT AFFILIATED or ENDORSED by the Bernie Sanders campaign, but it would be pretty cool if it was. Am I right? Anywho, if you want to support the official Bernie 2016 campaign, go to ,http://BernieSanders.com, and make a donation or volunteer.,CREDITS:,The Bernie Sandwiches Game was conceived, created and produced by Gregory Storm.  The name ""Bernie Sandwiches"" was inspired by the Chris Hayes (,https://twitter.com/chrislhayes,) meme.  Main game character art by Reinaldo Rocha.,Main menu and icon caricature of Bernie Sanders by DonkeyHotey (,https://www.flickr.com/photos/donkeyhotey/24610764356,) adapted from a Creative Commons licensed photo by Nick Solari (,https://www.flickr.com/photos/nicksolari/,).",,,"  10,000 - 50,000  ",29-Feb-16,1.1, 18M  ,,239,4.1,Bernie Sandwiches
      4.0.3 and up    ,Puzzle,"Enjoy doing Cross-Stitch patterns on your Tablet or Mobile device without threading a needle or risking a pricked finger!,Cross-Stitch World comes with hundreds of beautiful patterns to work on, just select the right color thread and click to place stitches - it's simple!,Featuring incredibly realistic graphics, this is as close to the real thing you can get - see a Cross-Stitch design come to life as you build it up stitch by stitch!",,,  1 - 5  ,10-Mar-16, 1.0.0  , 6.8M  ,,272,4.9,Cross-stitch World
      4.0 and up    ,Puzzle,"If you like cute kitties, you’ll love this game!  ,Kitty Pawp is an exciting new bubble shooter that’s all about cats!  Match kitty-shaped bubbles of the same color to earn points.  Collect treats, earn prizes, or clear obstacles to complete different goal-based objectives and unlock new levels.  Avoid getting stuck behind Hairballs or tangled in balls of Yarn!  Explore vibrant and colorful cat-themed worlds.  Claw through the competition and pop your way to the top of the Facebook leaderboards.,Discover why Kitty Pawp is the cat’s meow!,FEATURES:,- Vibrant cat-themed worlds to unlock and explore,- Dozens of challenging levels to complete,- Earn all 3 stars to Master each level,- Win special prizes every 10 levels,- Different goal-based objectives,- Special boosters to help you when things get a little hairy,- Super Attacks that claw through an area of bubbles,- Compete with friends and compare high scores,- Receive free lives from your Facebook friends,Like and support us on Facebook:,https://www.facebook.com/kittypawp,Check out our website:,http://kittypawp.com/",,,"  10,000 - 50,000  ",12-Feb-16, 1.2.2308  , 47M  ,,463,4.7,Kitty Pawp: Bubble Shooter
      3.0 and up    ,Arcade,"Are you annoyed of what Trump is saying during the 2016 American elections? Want to shut him up?! How about stepping in the ring with him to fight it out. Welcome to the Epic Celeb Brawl series ... featuring the possible next president of the United States; Donald Trump.,A funny fighting game with several weapons and combos to use. Have fun and let off some steam! Shut him up once and for all!,FEATURES: ,✔ Hit him with a low and high punch!,✔ Buy special weapons, such as a baseball bat, ninja stars, gold bars and more!,✔ Master special combo moves!,✔ A special FINISH HIM move at the end!,----------------------------------------------------,FOLLOW US:,Facebook: ,https://www.facebook.com/brutalstudiogames, ,Google+: ,https://plus.google.com/108527184837199893581/posts, ,Twitter: twitter.com/brutalarcade",,,"  1,000 - 5,000  ",5-Mar-16, 1.0.3  , 24M  ,,341,4.4,Punch The Trump
      4.1 and up    ,Arcade,"The title of the game says it all!, ,While cruising through the mountains, car enthusiast Phil Faily suddenly experiences a complete brake failure, plunging him over the edge of a steep embankment., ,In this physics based driving and crashing game you must maneuver an endless mountainside dodging hazardous terrain such as trees, rocks, traffic and trains resulting in some fun and hilarious near misses and crashes., ,FEATURES,•	NAVIGATE downhill as far as you can go avoiding obstacles along the way,•	AVOID trees, rocks, creeks, traffic and trains,•	DESTROY obstacles with your shield,•	COLLECT coins as you go ,•	UNLOCK unique vehicles,•	SHARE  your epic crashes in 360º, slow-motion and share with your friends,•	ENDLESS gameplay,•	ENDLESS crashes,•	ENDLESS fun!,“This game is super cool” - DanDTM, ,“This is a really fun game, I definitely recommend this” - AnnoyingOrange, ,“I just blew up the train!’ - ThinkNoodles",,,,11-Mar-16,1.15, 35M  ,,174,4.7,Faily Brakes
